model_group,year,normalized_theme,count,year_total_real,percentage
ChatGPT,2000,love_relationships,50,100,50.0
ChatGPT,2000,heartbreak_loss,15,100,15.0
ChatGPT,2000,sex_desire,10,100,10.0
ChatGPT,2000,self_reflection_growth,7,100,7.0
ChatGPT,2000,empowerment_confidence,5,100,5.0
ChatGPT,2000,party_celebration,4,100,4.0
ChatGPT,2000,lifestyle_success,4,100,4.0
ChatGPT,2000,social_commentary,3,100,3.0
ChatGPT,2000,faith_spirituality,2,100,2.0
ChatGPT,2000,other,0,100,0.0
ChatGPT,2001,love_relationships,43,99,43.43434343434343
ChatGPT,2001,heartbreak_loss,15,99,15.151515151515152
ChatGPT,2001,sex_desire,11,99,11.11111111111111
ChatGPT,2001,self_reflection_growth,10,99,10.1010101010101
ChatGPT,2001,empowerment_confidence,8,99,8.080808080808081
ChatGPT,2001,party_celebration,7,99,7.070707070707071
ChatGPT,2001,lifestyle_success,4,99,4.040404040404041
ChatGPT,2001,social_commentary,1,99,1.0101010101010102
ChatGPT,2001,faith_spirituality,0,99,0.0
ChatGPT,2001,other,0,99,0.0
ChatGPT,2002,love_relationships,41,100,41.0
ChatGPT,2002,heartbreak_loss,13,100,13.0
ChatGPT,2002,sex_desire,11,100,11.0
ChatGPT,2002,self_reflection_growth,10,100,10.0
ChatGPT,2002,empowerment_confidence,8,100,8.0
ChatGPT,2002,party_celebration,6,100,6.0
ChatGPT,2002,lifestyle_success,7,100,7.0
ChatGPT,2002,social_commentary,2,100,2.0
ChatGPT,2002,faith_spirituality,2,100,2.0
ChatGPT,2002,other,0,100,0.0
ChatGPT,2003,love_relationships,37,100,37.0
ChatGPT,2003,heartbreak_loss,13,100,13.0
ChatGPT,2003,sex_desire,16,100,16.0
ChatGPT,2003,self_reflection_growth,9,100,9.0
ChatGPT,2003,empowerment_confidence,9,100,9.0
ChatGPT,2003,party_celebration,8,100,8.0
ChatGPT,2003,lifestyle_success,1,100,1.0
ChatGPT,2003,social_commentary,6,100,6.0
ChatGPT,2003,faith_spirituality,1,100,1.0
ChatGPT,2003,other,0,100,0.0
ChatGPT,2004,love_relationships,30,98,30.612244897959183
ChatGPT,2004,heartbreak_loss,13,98,13.26530612244898
ChatGPT,2004,sex_desire,20,98,20.408163265306122
ChatGPT,2004,self_reflection_growth,7,98,7.142857142857143
ChatGPT,2004,empowerment_confidence,5,98,5.1020408163265305
ChatGPT,2004,party_celebration,11,98,11.224489795918368
ChatGPT,2004,lifestyle_success,6,98,6.122448979591836
ChatGPT,2004,social_commentary,4,98,4.081632653061225
ChatGPT,2004,faith_spirituality,2,98,2.0408163265306123
ChatGPT,2004,other,0,98,0.0
ChatGPT,2005,love_relationships,33,100,33.0
ChatGPT,2005,heartbreak_loss,13,100,13.0
ChatGPT,2005,sex_desire,16,100,16.0
ChatGPT,2005,self_reflection_growth,9,100,9.0
ChatGPT,2005,empowerment_confidence,7,100,7.0
ChatGPT,2005,party_celebration,11,100,11.0
ChatGPT,2005,lifestyle_success,7,100,7.0
ChatGPT,2005,social_commentary,2,100,2.0
ChatGPT,2005,faith_spirituality,0,100,0.0
ChatGPT,2005,other,2,100,2.0
ChatGPT,2006,love_relationships,27,100,27.0
ChatGPT,2006,heartbreak_loss,13,100,13.0
ChatGPT,2006,sex_desire,27,100,27.0
ChatGPT,2006,self_reflection_growth,10,100,10.0
ChatGPT,2006,empowerment_confidence,4,100,4.0
ChatGPT,2006,party_celebration,7,100,7.0
ChatGPT,2006,lifestyle_success,6,100,6.0
ChatGPT,2006,social_commentary,4,100,4.0
ChatGPT,2006,faith_spirituality,1,100,1.0
ChatGPT,2006,other,1,100,1.0
ChatGPT,2007,love_relationships,28,99,28.282828282828284
ChatGPT,2007,heartbreak_loss,16,99,16.161616161616163
ChatGPT,2007,sex_desire,18,99,18.181818181818183
ChatGPT,2007,self_reflection_growth,6,99,6.0606060606060606
ChatGPT,2007,empowerment_confidence,11,99,11.11111111111111
ChatGPT,2007,party_celebration,7,99,7.070707070707071
ChatGPT,2007,lifestyle_success,8,99,8.080808080808081
ChatGPT,2007,social_commentary,5,99,5.05050505050505
ChatGPT,2007,faith_spirituality,0,99,0.0
ChatGPT,2007,other,0,99,0.0
ChatGPT,2008,love_relationships,35,99,35.35353535353536
ChatGPT,2008,heartbreak_loss,8,99,8.080808080808081
ChatGPT,2008,sex_desire,20,99,20.2020202020202
ChatGPT,2008,self_reflection_growth,9,99,9.090909090909092
ChatGPT,2008,empowerment_confidence,8,99,8.080808080808081
ChatGPT,2008,party_celebration,6,99,6.0606060606060606
ChatGPT,2008,lifestyle_success,10,99,10.1010101010101
ChatGPT,2008,social_commentary,3,99,3.0303030303030303
ChatGPT,2008,faith_spirituality,0,99,0.0
ChatGPT,2008,other,0,99,0.0
ChatGPT,2009,love_relationships,34,99,34.343434343434346
ChatGPT,2009,heartbreak_loss,13,99,13.131313131313131
ChatGPT,2009,sex_desire,12,99,12.121212121212121
ChatGPT,2009,self_reflection_growth,9,99,9.090909090909092
ChatGPT,2009,empowerment_confidence,12,99,12.121212121212121
ChatGPT,2009,party_celebration,11,99,11.11111111111111
ChatGPT,2009,lifestyle_success,6,99,6.0606060606060606
ChatGPT,2009,social_commentary,1,99,1.0101010101010102
ChatGPT,2009,faith_spirituality,0,99,0.0
ChatGPT,2009,other,1,99,1.0101010101010102
ChatGPT,2010,love_relationships,38,99,38.38383838383838
ChatGPT,2010,heartbreak_loss,12,99,12.121212121212121
ChatGPT,2010,sex_desire,12,99,12.121212121212121
ChatGPT,2010,self_reflection_growth,7,99,7.070707070707071
ChatGPT,2010,empowerment_confidence,6,99,6.0606060606060606
ChatGPT,2010,party_celebration,14,99,14.141414141414142
ChatGPT,2010,lifestyle_success,10,99,10.1010101010101
ChatGPT,2010,social_commentary,0,99,0.0
ChatGPT,2010,faith_spirituality,0,99,0.0
ChatGPT,2010,other,0,99,0.0
ChatGPT,2011,love_relationships,24,100,24.0
ChatGPT,2011,heartbreak_loss,12,100,12.0
ChatGPT,2011,sex_desire,15,100,15.0
ChatGPT,2011,self_reflection_growth,7,100,7.0
ChatGPT,2011,empowerment_confidence,12,100,12.0
ChatGPT,2011,party_celebration,21,100,21.0
ChatGPT,2011,lifestyle_success,7,100,7.0
ChatGPT,2011,social_commentary,2,100,2.0
ChatGPT,2011,faith_spirituality,0,100,0.0
ChatGPT,2011,other,0,100,0.0
ChatGPT,2012,love_relationships,34,100,34.0
ChatGPT,2012,heartbreak_loss,17,100,17.0
ChatGPT,2012,sex_desire,13,100,13.0
ChatGPT,2012,self_reflection_growth,5,100,5.0
ChatGPT,2012,empowerment_confidence,10,100,10.0
ChatGPT,2012,party_celebration,13,100,13.0
ChatGPT,2012,lifestyle_success,7,100,7.0
ChatGPT,2012,social_commentary,1,100,1.0
ChatGPT,2012,faith_spirituality,0,100,0.0
ChatGPT,2012,other,0,100,0.0
ChatGPT,2013,love_relationships,37,100,37.0
ChatGPT,2013,heartbreak_loss,9,100,9.0
ChatGPT,2013,sex_desire,9,100,9.0
ChatGPT,2013,self_reflection_growth,9,100,9.0
ChatGPT,2013,empowerment_confidence,11,100,11.0
ChatGPT,2013,party_celebration,10,100,10.0
ChatGPT,2013,lifestyle_success,9,100,9.0
ChatGPT,2013,social_commentary,4,100,4.0
ChatGPT,2013,faith_spirituality,1,100,1.0
ChatGPT,2013,other,1,100,1.0
ChatGPT,2014,love_relationships,25,99,25.252525252525253
ChatGPT,2014,heartbreak_loss,15,99,15.151515151515152
ChatGPT,2014,sex_desire,19,99,19.19191919191919
ChatGPT,2014,self_reflection_growth,12,99,12.121212121212121
ChatGPT,2014,empowerment_confidence,10,99,10.1010101010101
ChatGPT,2014,party_celebration,11,99,11.11111111111111
ChatGPT,2014,lifestyle_success,5,99,5.05050505050505
ChatGPT,2014,social_commentary,2,99,2.0202020202020203
ChatGPT,2014,faith_spirituality,0,99,0.0
ChatGPT,2014,other,0,99,0.0
ChatGPT,2015,love_relationships,35,98,35.714285714285715
ChatGPT,2015,heartbreak_loss,15,98,15.306122448979592
ChatGPT,2015,sex_desire,14,98,14.285714285714286
ChatGPT,2015,self_reflection_growth,2,98,2.0408163265306123
ChatGPT,2015,empowerment_confidence,13,98,13.26530612244898
ChatGPT,2015,party_celebration,10,98,10.204081632653061
ChatGPT,2015,lifestyle_success,7,98,7.142857142857143
ChatGPT,2015,social_commentary,0,98,0.0
ChatGPT,2015,faith_spirituality,1,98,1.0204081632653061
ChatGPT,2015,other,1,98,1.0204081632653061
ChatGPT,2016,love_relationships,30,100,30.0
ChatGPT,2016,heartbreak_loss,12,100,12.0
ChatGPT,2016,sex_desire,17,100,17.0
ChatGPT,2016,self_reflection_growth,9,100,9.0
ChatGPT,2016,empowerment_confidence,9,100,9.0
ChatGPT,2016,party_celebration,7,100,7.0
ChatGPT,2016,lifestyle_success,13,100,13.0
ChatGPT,2016,social_commentary,2,100,2.0
ChatGPT,2016,faith_spirituality,0,100,0.0
ChatGPT,2016,other,1,100,1.0
ChatGPT,2017,love_relationships,31,99,31.31313131313131
ChatGPT,2017,heartbreak_loss,9,99,9.090909090909092
ChatGPT,2017,sex_desire,15,99,15.151515151515152
ChatGPT,2017,self_reflection_growth,4,99,4.040404040404041
ChatGPT,2017,empowerment_confidence,10,99,10.1010101010101
ChatGPT,2017,party_celebration,7,99,7.070707070707071
ChatGPT,2017,lifestyle_success,19,99,19.19191919191919
ChatGPT,2017,social_commentary,4,99,4.040404040404041
ChatGPT,2017,faith_spirituality,0,99,0.0
ChatGPT,2017,other,0,99,0.0
ChatGPT,2018,love_relationships,34,99,34.343434343434346
ChatGPT,2018,heartbreak_loss,16,99,16.161616161616163
ChatGPT,2018,sex_desire,6,99,6.0606060606060606
ChatGPT,2018,self_reflection_growth,2,99,2.0202020202020203
ChatGPT,2018,empowerment_confidence,12,99,12.121212121212121
ChatGPT,2018,party_celebration,3,99,3.0303030303030303
ChatGPT,2018,lifestyle_success,21,99,21.21212121212121
ChatGPT,2018,social_commentary,3,99,3.0303030303030303
ChatGPT,2018,faith_spirituality,1,99,1.0101010101010102
ChatGPT,2018,other,1,99,1.0101010101010102
ChatGPT,2019,love_relationships,25,100,25.0
ChatGPT,2019,heartbreak_loss,17,100,17.0
ChatGPT,2019,sex_desire,13,100,13.0
ChatGPT,2019,self_reflection_growth,4,100,4.0
ChatGPT,2019,empowerment_confidence,9,100,9.0
ChatGPT,2019,party_celebration,2,100,2.0
ChatGPT,2019,lifestyle_success,22,100,22.0
ChatGPT,2019,social_commentary,4,100,4.0
ChatGPT,2019,faith_spirituality,2,100,2.0
ChatGPT,2019,other,2,100,2.0
ChatGPT,2020,love_relationships,25,99,25.252525252525253
ChatGPT,2020,heartbreak_loss,15,99,15.151515151515152
ChatGPT,2020,sex_desire,15,99,15.151515151515152
ChatGPT,2020,self_reflection_growth,8,99,8.080808080808081
ChatGPT,2020,empowerment_confidence,7,99,7.070707070707071
ChatGPT,2020,party_celebration,8,99,8.080808080808081
ChatGPT,2020,lifestyle_success,19,99,19.19191919191919
ChatGPT,2020,social_commentary,1,99,1.0101010101010102
ChatGPT,2020,faith_spirituality,0,99,0.0
ChatGPT,2020,other,1,99,1.0101010101010102
ChatGPT,2021,love_relationships,30,100,30.0
ChatGPT,2021,heartbreak_loss,18,100,18.0
ChatGPT,2021,sex_desire,15,100,15.0
ChatGPT,2021,self_reflection_growth,9,100,9.0
ChatGPT,2021,empowerment_confidence,8,100,8.0
ChatGPT,2021,party_celebration,4,100,4.0
ChatGPT,2021,lifestyle_success,13,100,13.0
ChatGPT,2021,social_commentary,1,100,1.0
ChatGPT,2021,faith_spirituality,1,100,1.0
ChatGPT,2021,other,1,100,1.0
ChatGPT,2022,love_relationships,31,100,31.0
ChatGPT,2022,heartbreak_loss,21,100,21.0
ChatGPT,2022,sex_desire,15,100,15.0
ChatGPT,2022,self_reflection_growth,12,100,12.0
ChatGPT,2022,empowerment_confidence,8,100,8.0
ChatGPT,2022,party_celebration,4,100,4.0
ChatGPT,2022,lifestyle_success,6,100,6.0
ChatGPT,2022,social_commentary,2,100,2.0
ChatGPT,2022,faith_spirituality,0,100,0.0
ChatGPT,2022,other,1,100,1.0
ChatGPT,2023,love_relationships,31,100,31.0
ChatGPT,2023,heartbreak_loss,22,100,22.0
ChatGPT,2023,sex_desire,9,100,9.0
ChatGPT,2023,self_reflection_growth,8,100,8.0
ChatGPT,2023,empowerment_confidence,12,100,12.0
ChatGPT,2023,party_celebration,8,100,8.0
ChatGPT,2023,lifestyle_success,6,100,6.0
ChatGPT,2023,social_commentary,3,100,3.0
ChatGPT,2023,faith_spirituality,1,100,1.0
ChatGPT,2023,other,0,100,0.0
Claude,2000,love_relationships,49,100,49.0
Claude,2000,heartbreak_loss,17,100,17.0
Claude,2000,sex_desire,8,100,8.0
Claude,2000,self_reflection_growth,6,100,6.0
Claude,2000,empowerment_confidence,8,100,8.0
Claude,2000,party_celebration,5,100,5.0
Claude,2000,lifestyle_success,2,100,2.0
Claude,2000,social_commentary,3,100,3.0
Claude,2000,faith_spirituality,2,100,2.0
Claude,2000,other,0,100,0.0
Claude,2001,love_relationships,39,99,39.39393939393939
Claude,2001,heartbreak_loss,17,99,17.171717171717173
Claude,2001,sex_desire,9,99,9.090909090909092
Claude,2001,self_reflection_growth,10,99,10.1010101010101
Claude,2001,empowerment_confidence,11,99,11.11111111111111
Claude,2001,party_celebration,7,99,7.070707070707071
Claude,2001,lifestyle_success,3,99,3.0303030303030303
Claude,2001,social_commentary,2,99,2.0202020202020203
Claude,2001,faith_spirituality,0,99,0.0
Claude,2001,other,1,99,1.0101010101010102
Claude,2002,love_relationships,41,100,41.0
Claude,2002,heartbreak_loss,16,100,16.0
Claude,2002,sex_desire,10,100,10.0
Claude,2002,self_reflection_growth,10,100,10.0
Claude,2002,empowerment_confidence,7,100,7.0
Claude,2002,party_celebration,6,100,6.0
Claude,2002,lifestyle_success,4,100,4.0
Claude,2002,social_commentary,4,100,4.0
Claude,2002,faith_spirituality,2,100,2.0
Claude,2002,other,0,100,0.0
Claude,2003,love_relationships,33,100,33.0
Claude,2003,heartbreak_loss,15,100,15.0
Claude,2003,sex_desire,14,100,14.0
Claude,2003,self_reflection_growth,9,100,9.0
Claude,2003,empowerment_confidence,10,100,10.0
Claude,2003,party_celebration,8,100,8.0
Claude,2003,lifestyle_success,2,100,2.0
Claude,2003,social_commentary,6,100,6.0
Claude,2003,faith_spirituality,3,100,3.0
Claude,2003,other,0,100,0.0
Claude,2004,love_relationships,28,98,28.571428571428573
Claude,2004,heartbreak_loss,15,98,15.306122448979592
Claude,2004,sex_desire,18,98,18.367346938775512
Claude,2004,self_reflection_growth,7,98,7.142857142857143
Claude,2004,empowerment_confidence,8,98,8.16326530612245
Claude,2004,party_celebration,13,98,13.26530612244898
Claude,2004,lifestyle_success,2,98,2.0408163265306123
Claude,2004,social_commentary,4,98,4.081632653061225
Claude,2004,faith_spirituality,3,98,3.061224489795918
Claude,2004,other,0,98,0.0
Claude,2005,love_relationships,28,100,28.0
Claude,2005,heartbreak_loss,19,100,19.0
Claude,2005,sex_desire,15,100,15.0
Claude,2005,self_reflection_growth,8,100,8.0
Claude,2005,empowerment_confidence,7,100,7.0
Claude,2005,party_celebration,11,100,11.0
Claude,2005,lifestyle_success,5,100,5.0
Claude,2005,social_commentary,6,100,6.0
Claude,2005,faith_spirituality,1,100,1.0
Claude,2005,other,0,100,0.0
Claude,2006,love_relationships,18,100,18.0
Claude,2006,heartbreak_loss,22,100,22.0
Claude,2006,sex_desire,23,100,23.0
Claude,2006,self_reflection_growth,10,100,10.0
Claude,2006,empowerment_confidence,6,100,6.0
Claude,2006,party_celebration,10,100,10.0
Claude,2006,lifestyle_success,4,100,4.0
Claude,2006,social_commentary,6,100,6.0
Claude,2006,faith_spirituality,1,100,1.0
Claude,2006,other,0,100,0.0
Claude,2007,love_relationships,26,99,26.262626262626263
Claude,2007,heartbreak_loss,19,99,19.19191919191919
Claude,2007,sex_desire,17,99,17.171717171717173
Claude,2007,self_reflection_growth,6,99,6.0606060606060606
Claude,2007,empowerment_confidence,11,99,11.11111111111111
Claude,2007,party_celebration,9,99,9.090909090909092
Claude,2007,lifestyle_success,5,99,5.05050505050505
Claude,2007,social_commentary,6,99,6.0606060606060606
Claude,2007,faith_spirituality,0,99,0.0
Claude,2007,other,0,99,0.0
Claude,2008,love_relationships,35,99,35.35353535353536
Claude,2008,heartbreak_loss,11,99,11.11111111111111
Claude,2008,sex_desire,20,99,20.2020202020202
Claude,2008,self_reflection_growth,10,99,10.1010101010101
Claude,2008,empowerment_confidence,9,99,9.090909090909092
Claude,2008,party_celebration,5,99,5.05050505050505
Claude,2008,lifestyle_success,6,99,6.0606060606060606
Claude,2008,social_commentary,3,99,3.0303030303030303
Claude,2008,faith_spirituality,0,99,0.0
Claude,2008,other,0,99,0.0
Claude,2009,love_relationships,30,99,30.303030303030305
Claude,2009,heartbreak_loss,15,99,15.151515151515152
Claude,2009,sex_desire,16,99,16.161616161616163
Claude,2009,self_reflection_growth,9,99,9.090909090909092
Claude,2009,empowerment_confidence,10,99,10.1010101010101
Claude,2009,party_celebration,9,99,9.090909090909092
Claude,2009,lifestyle_success,5,99,5.05050505050505
Claude,2009,social_commentary,3,99,3.0303030303030303
Claude,2009,faith_spirituality,2,99,2.0202020202020203
Claude,2009,other,0,99,0.0
Claude,2010,love_relationships,35,99,35.35353535353536
Claude,2010,heartbreak_loss,17,99,17.171717171717173
Claude,2010,sex_desire,12,99,12.121212121212121
Claude,2010,self_reflection_growth,8,99,8.080808080808081
Claude,2010,empowerment_confidence,11,99,11.11111111111111
Claude,2010,party_celebration,13,99,13.131313131313131
Claude,2010,lifestyle_success,3,99,3.0303030303030303
Claude,2010,social_commentary,0,99,0.0
Claude,2010,faith_spirituality,0,99,0.0
Claude,2010,other,0,99,0.0
Claude,2011,love_relationships,24,100,24.0
Claude,2011,heartbreak_loss,14,100,14.0
Claude,2011,sex_desire,13,100,13.0
Claude,2011,self_reflection_growth,3,100,3.0
Claude,2011,empowerment_confidence,17,100,17.0
Claude,2011,party_celebration,24,100,24.0
Claude,2011,lifestyle_success,2,100,2.0
Claude,2011,social_commentary,3,100,3.0
Claude,2011,faith_spirituality,0,100,0.0
Claude,2011,other,0,100,0.0
Claude,2012,love_relationships,35,100,35.0
Claude,2012,heartbreak_loss,19,100,19.0
Claude,2012,sex_desire,11,100,11.0
Claude,2012,self_reflection_growth,6,100,6.0
Claude,2012,empowerment_confidence,7,100,7.0
Claude,2012,party_celebration,15,100,15.0
Claude,2012,lifestyle_success,5,100,5.0
Claude,2012,social_commentary,2,100,2.0
Claude,2012,faith_spirituality,0,100,0.0
Claude,2012,other,0,100,0.0
Claude,2013,love_relationships,38,100,38.0
Claude,2013,heartbreak_loss,13,100,13.0
Claude,2013,sex_desire,7,100,7.0
Claude,2013,self_reflection_growth,8,100,8.0
Claude,2013,empowerment_confidence,11,100,11.0
Claude,2013,party_celebration,11,100,11.0
Claude,2013,lifestyle_success,6,100,6.0
Claude,2013,social_commentary,4,100,4.0
Claude,2013,faith_spirituality,1,100,1.0
Claude,2013,other,1,100,1.0
Claude,2014,love_relationships,22,99,22.22222222222222
Claude,2014,heartbreak_loss,17,99,17.171717171717173
Claude,2014,sex_desire,17,99,17.171717171717173
Claude,2014,self_reflection_growth,11,99,11.11111111111111
Claude,2014,empowerment_confidence,15,99,15.151515151515152
Claude,2014,party_celebration,13,99,13.131313131313131
Claude,2014,lifestyle_success,3,99,3.0303030303030303
Claude,2014,social_commentary,1,99,1.0101010101010102
Claude,2014,faith_spirituality,0,99,0.0
Claude,2014,other,0,99,0.0
Claude,2015,love_relationships,31,98,31.632653061224488
Claude,2015,heartbreak_loss,20,98,20.408163265306122
Claude,2015,sex_desire,13,98,13.26530612244898
Claude,2015,self_reflection_growth,3,98,3.061224489795918
Claude,2015,empowerment_confidence,14,98,14.285714285714286
Claude,2015,party_celebration,11,98,11.224489795918368
Claude,2015,lifestyle_success,5,98,5.1020408163265305
Claude,2015,social_commentary,1,98,1.0204081632653061
Claude,2015,faith_spirituality,0,98,0.0
Claude,2015,other,0,98,0.0
Claude,2016,love_relationships,28,100,28.0
Claude,2016,heartbreak_loss,21,100,21.0
Claude,2016,sex_desire,16,100,16.0
Claude,2016,self_reflection_growth,7,100,7.0
